,attacks
20797,warezmaster
20798,normal
20799,normal
20800,normal
20801,smurf
20802,normal
20803,normal
20804,normal
20805,normal
20806,mscan
20807,normal
20808,satan
20809,neptune
20810,normal
20811,normal
20812,normal
20813,normal
20814,guess_passwd
20815,normal
20816,mailbomb
20817,normal
20818,normal
20819,normal
20820,neptune
20821,normal
20822,normal
20823,normal
20824,mscan
20825,normal
20826,normal
20827,nmap
20828,neptune
20829,neptune
20830,neptune
20831,guess_passwd
20832,processtable
20833,satan
20834,ipsweep
20835,neptune
20836,normal
20837,neptune
20838,normal
20839,normal
20840,warezmaster
20841,neptune
20842,normal
20843,neptune
20844,normal
20845,normal
20846,guess_passwd
20847,snmpgetattack
20848,mailbomb
20849,normal
20850,normal
20851,normal
20852,normal
20853,guess_passwd
20854,neptune
20855,neptune
20856,mailbomb
20857,normal
20858,normal
20859,neptune
20860,processtable
20861,snmpguess
20862,normal
20863,normal
20864,satan
20865,normal
20866,normal
20867,normal
20868,normal
20869,normal
20870,neptune
20871,neptune
20872,normal
20873,normal
20874,warezmaster
20875,guess_passwd
20876,guess_passwd
20877,neptune
20878,normal
20879,neptune
20880,back
20881,normal
20882,mscan
20883,normal
20884,neptune
20885,processtable
20886,neptune
20887,guess_passwd
20888,guess_passwd
20889,normal
20890,neptune
20891,saint
20892,apache2
20893,xsnoop
20894,named
20895,neptune
20896,normal
20897,normal
20898,warezmaster
20899,normal
20900,processtable
20901,neptune
20902,neptune
20903,neptune
20904,normal
20905,normal
20906,neptune
20907,normal
20908,normal
20909,processtable
20910,neptune
20911,normal
20912,saint
20913,neptune
20914,neptune
20915,neptune
20916,processtable
20917,satan
20918,normal
20919,neptune
20920,guess_passwd
20921,neptune
20922,neptune
20923,neptune
20924,normal
20925,normal
20926,neptune
20927,satan
20928,snmpguess
20929,satan
20930,normal
20931,snmpgetattack
20932,normal
20933,warezmaster
20934,neptune
20935,mscan
20936,neptune
20937,normal
20938,normal
20939,neptune
20940,neptune
20941,neptune
20942,normal
20943,neptune
20944,httptunnel
20945,satan
20946,normal
20947,normal
20948,processtable
20949,normal
20950,normal
20951,normal
20952,neptune
20953,apache2
20954,portsweep
20955,teardrop
20956,normal
20957,warezmaster
20958,guess_passwd
20959,neptune
20960,normal
20961,normal
20962,neptune
20963,neptune
20964,warezmaster
20965,normal
20966,normal
20967,normal
20968,normal
20969,neptune
20970,normal
20971,neptune
20972,normal
20973,normal
20974,mscan
20975,normal
20976,neptune
20977,warezmaster
20978,apache2
20979,normal
20980,neptune
20981,neptune
20982,saint
20983,guess_passwd
20984,normal
20985,neptune
20986,processtable
20987,neptune
20988,satan
20989,normal
20990,normal
20991,normal
20992,neptune
20993,neptune
20994,guess_passwd
20995,normal
20996,mscan
20997,normal
20998,warezmaster
20999,mscan
21000,normal
21001,normal
21002,neptune
21003,guess_passwd
21004,normal
21005,neptune
21006,mscan
21007,normal
21008,guess_passwd
21009,normal
21010,warezmaster
21011,apache2
21012,normal
21013,satan
21014,back
21015,apache2
21016,neptune
21017,normal
21018,mscan
21019,guess_passwd
21020,mailbomb
21021,guess_passwd
21022,processtable
21023,normal
21024,ipsweep
21025,normal
21026,neptune
21027,normal
21028,neptune
21029,guess_passwd
21030,neptune
21031,normal
21032,normal
21033,normal
21034,normal
21035,normal
21036,guess_passwd
21037,processtable
21038,normal
21039,normal
21040,smurf
21041,neptune
21042,normal
21043,neptune
21044,neptune
21045,normal
21046,normal
21047,normal
21048,apache2
21049,neptune
21050,normal
21051,neptune
21052,warezmaster
21053,guess_passwd
21054,normal
21055,normal
21056,httptunnel
21057,normal
21058,neptune
21059,normal
21060,normal
21061,neptune
21062,neptune
21063,neptune
21064,normal
21065,normal
21066,warezmaster
21067,normal
21068,normal
21069,normal
21070,snmpguess
21071,httptunnel
21072,mailbomb
21073,neptune
21074,mailbomb
21075,processtable
21076,normal
21077,normal
21078,httptunnel
21079,guess_passwd
21080,neptune
21081,mscan
21082,normal
21083,normal
21084,mscan
21085,guess_passwd
21086,normal
21087,saint
21088,warezmaster
21089,warezmaster
21090,normal
21091,normal
21092,neptune
21093,normal
21094,mscan
21095,warezmaster
21096,processtable
21097,normal
21098,mscan
21099,normal
21100,neptune
21101,processtable
21102,normal
21103,neptune
21104,warezmaster
21105,smurf
21106,warezmaster
21107,normal
21108,mscan
21109,neptune
21110,warezmaster
21111,neptune
21112,normal
21113,normal
21114,normal
21115,neptune
21116,neptune
21117,neptune
21118,warezmaster
21119,normal
21120,normal
21121,neptune
21122,apache2
21123,snmpguess
21124,normal
21125,smurf
21126,warezmaster
21127,normal
21128,ipsweep
21129,normal
21130,normal
21131,apache2
21132,neptune
21133,neptune
21134,normal
21135,neptune
21136,mscan
21137,neptune
21138,guess_passwd
21139,portsweep
21140,normal
21141,saint
21142,neptune
21143,normal
21144,normal
21145,guess_passwd
21146,normal
21147,normal
21148,normal
21149,neptune
21150,warezmaster
21151,neptune
21152,neptune
21153,processtable
21154,normal
21155,neptune
21156,mscan
21157,warezmaster
21158,apache2
21159,normal
21160,normal
21161,neptune
21162,mscan
21163,neptune
21164,normal
21165,normal
21166,normal
21167,normal
21168,guess_passwd
21169,normal
21170,neptune
21171,normal
21172,apache2
21173,normal
21174,mscan
21175,saint
21176,neptune
21177,normal
21178,normal
21179,normal
21180,normal
21181,neptune
21182,normal
21183,normal
21184,normal
21185,neptune
21186,neptune
21187,apache2
21188,mscan
21189,ipsweep
21190,normal
21191,buffer_overflow
21192,satan
21193,normal
21194,normal
21195,normal
21196,normal
21197,normal
21198,normal
21199,processtable
21200,neptune
21201,normal
21202,warezmaster
21203,normal
21204,mscan
21205,normal
21206,mscan
21207,warezmaster
21208,normal
21209,normal
21210,normal
21211,neptune
21212,satan
21213,normal
21214,apache2
21215,normal
21216,normal
21217,mscan
21218,neptune
21219,normal
21220,saint
21221,normal
21222,neptune
21223,guess_passwd
21224,warezmaster
21225,normal
21226,normal
21227,snmpgetattack
21228,normal
21229,normal
21230,normal
21231,normal
21232,neptune
21233,smurf
21234,normal
21235,normal
21236,processtable
21237,warezmaster
21238,apache2
21239,normal
21240,neptune
21241,normal
21242,normal
21243,normal
21244,normal
21245,ps
21246,normal
21247,normal
21248,normal
21249,normal
21250,neptune
21251,normal
21252,satan
21253,warezmaster
21254,normal
21255,portsweep
21256,normal
21257,normal
21258,guess_passwd
21259,neptune
21260,normal
21261,normal
21262,normal
21263,neptune
21264,normal
21265,normal
21266,neptune
21267,normal
21268,neptune
21269,processtable
21270,normal
21271,neptune
21272,neptune
21273,processtable
21274,neptune
21275,normal
21276,satan
21277,xsnoop
21278,normal
21279,snmpguess
21280,mscan
21281,apache2
21282,normal
21283,normal
21284,normal
21285,neptune
21286,normal
21287,normal
21288,neptune
21289,satan
21290,processtable
21291,warezmaster
21292,normal
21293,mscan
21294,normal
21295,normal
21296,mscan
21297,neptune
21298,satan
21299,normal
21300,warezmaster
21301,normal
21302,normal
21303,httptunnel
21304,processtable
21305,normal
21306,neptune
21307,neptune
21308,normal
21309,guess_passwd
21310,normal
21311,normal
21312,neptune
21313,normal
21314,back
21315,back
21316,guess_passwd
21317,normal
21318,ipsweep
21319,normal
21320,neptune
21321,normal
21322,normal
21323,normal
21324,neptune
21325,warezmaster
21326,normal
21327,normal
21328,processtable
21329,mscan
21330,warezmaster
21331,normal
21332,normal
21333,normal
21334,normal
21335,normal
21336,back
21337,normal
21338,processtable
21339,normal
21340,guess_passwd
21341,apache2
21342,httptunnel
21343,satan
21344,normal
21345,neptune
21346,normal
21347,neptune
21348,mscan
21349,normal
21350,warezmaster
21351,mscan
21352,normal
21353,normal
21354,normal
21355,normal
21356,mscan
21357,guess_passwd
21358,normal
21359,normal
21360,warezmaster
21361,normal
21362,guess_passwd
21363,normal
21364,normal
21365,satan
21366,neptune
21367,normal
21368,normal
21369,nmap
21370,normal
21371,neptune
21372,neptune
21373,pod
21374,guess_passwd
21375,normal
21376,guess_passwd
21377,neptune
21378,saint
21379,normal
21380,normal
21381,mscan
21382,neptune
21383,normal
21384,warezmaster
21385,back
21386,normal
21387,mscan
21388,normal
21389,normal
21390,neptune
21391,normal
21392,normal
21393,neptune
21394,normal
21395,normal
21396,mscan
21397,smurf
21398,normal
21399,satan
21400,guess_passwd
21401,normal
21402,normal
21403,guess_passwd
21404,normal
21405,snmpguess
21406,normal
21407,processtable
21408,apache2
21409,neptune
21410,normal
21411,processtable
21412,normal
21413,normal
21414,warezmaster
21415,normal
21416,neptune
21417,normal
21418,normal
21419,warezmaster
21420,normal
21421,smurf
21422,warezmaster
21423,neptune
21424,normal
21425,neptune
21426,normal
21427,processtable
21428,normal
21429,normal
21430,normal
21431,snmpguess
21432,neptune
21433,neptune
21434,normal
21435,back
21436,normal
21437,normal
21438,mailbomb
21439,normal
21440,normal
21441,normal
21442,mscan
21443,normal
21444,apache2
21445,normal
21446,nmap
21447,normal
21448,back
21449,mscan
21450,normal
21451,warezmaster
21452,normal
21453,warezmaster
21454,neptune
21455,neptune
21456,guess_passwd
21457,neptune
21458,normal
21459,apache2
21460,neptune
21461,smurf
21462,neptune
21463,normal
21464,normal
21465,neptune
21466,normal
21467,neptune
21468,guess_passwd
21469,normal
21470,normal
21471,mscan
21472,snmpguess
21473,neptune
21474,normal
21475,mscan
21476,normal
21477,neptune
21478,guess_passwd
21479,satan
21480,normal
21481,normal
21482,normal
21483,portsweep
21484,normal
21485,normal
21486,normal
21487,normal
21488,normal
21489,normal
21490,neptune
21491,warezmaster
21492,mailbomb
21493,normal
21494,snmpgetattack
21495,normal
21496,multihop
21497,apache2
21498,neptune
21499,normal
21500,normal
21501,normal
21502,normal
21503,snmpguess
21504,normal
21505,satan
21506,neptune
21507,normal
21508,neptune
21509,normal
21510,neptune
21511,guess_passwd
21512,normal
21513,normal
21514,normal
21515,normal
21516,satan
21517,guess_passwd
21518,normal
21519,normal
21520,normal
21521,normal
21522,normal
21523,back
21524,normal
21525,smurf
21526,apache2
21527,normal
21528,normal
21529,satan
21530,processtable
21531,guess_passwd
21532,normal
21533,normal
21534,satan
21535,normal
21536,neptune
21537,normal
21538,snmpguess
21539,normal
21540,normal
21541,normal
21542,apache2
21543,processtable
21544,neptune
21545,guess_passwd
21546,guess_passwd
21547,normal
21548,neptune
21549,normal
21550,neptune
21551,normal
21552,multihop
21553,neptune
21554,neptune
21555,apache2
21556,neptune
21557,neptune
21558,apache2
21559,apache2
21560,normal
21561,smurf
21562,normal
21563,normal
21564,satan
21565,normal
21566,normal
21567,httptunnel
21568,normal
21569,neptune
21570,satan
21571,normal
21572,neptune
21573,neptune
21574,neptune
21575,normal
21576,normal
21577,neptune
21578,neptune
21579,normal
21580,neptune
21581,normal
21582,neptune
21583,guess_passwd
21584,processtable
21585,neptune
21586,normal
21587,normal
21588,smurf
21589,normal
21590,apache2
21591,normal
21592,neptune
21593,mscan
21594,neptune
21595,guess_passwd
21596,processtable
21597,normal
21598,normal
21599,normal
21600,normal
21601,neptune
21602,nmap
21603,normal
21604,normal
21605,guess_passwd
21606,normal
21607,apache2
21608,neptune
21609,xsnoop
21610,normal
21611,normal
21612,normal
21613,mscan
21614,back
21615,normal
21616,normal
21617,neptune
21618,snmpguess
21619,normal
21620,smurf
21621,normal
21622,normal
21623,neptune
21624,neptune
21625,satan
21626,normal
21627,smurf
21628,neptune
21629,normal
21630,warezmaster
21631,normal
21632,mscan
21633,warezmaster
21634,normal
21635,normal
21636,normal
21637,normal
21638,normal
21639,neptune
21640,processtable
21641,normal
21642,normal
21643,normal
21644,normal
21645,normal
21646,normal
21647,satan
21648,normal
21649,normal
21650,normal
21651,neptune
21652,warezmaster
21653,normal
21654,normal
21655,normal
21656,neptune
21657,normal
21658,satan
21659,neptune
21660,satan
21661,mscan
21662,mscan
21663,satan
21664,neptune
21665,neptune
21666,normal
21667,normal
21668,normal
21669,mscan
21670,neptune
21671,normal
21672,normal
21673,mscan
21674,normal
21675,normal
21676,neptune
21677,normal
21678,neptune
21679,normal
21680,warezmaster
21681,neptune
21682,neptune
21683,guess_passwd
21684,neptune
21685,snmpguess
21686,normal
21687,mscan
21688,mscan
21689,normal
21690,neptune
21691,warezmaster
21692,smurf
21693,neptune
21694,normal
21695,normal
21696,neptune
21697,warezmaster
21698,normal
21699,mscan
21700,neptune
21701,satan
21702,normal
21703,normal
21704,normal
21705,normal
21706,neptune
21707,neptune
21708,warezmaster
21709,normal
21710,guess_passwd
21711,processtable
21712,normal
21713,normal
21714,normal
21715,neptune
21716,normal
21717,neptune
21718,normal
21719,back
21720,guess_passwd
21721,apache2
21722,normal
21723,normal
21724,portsweep
21725,neptune
21726,neptune
21727,guess_passwd
21728,processtable
21729,normal
21730,saint
21731,processtable
21732,back
21733,apache2
21734,normal
21735,processtable
21736,normal
21737,guess_passwd
21738,neptune
21739,neptune
21740,neptune
21741,satan
21742,neptune
21743,mailbomb
21744,httptunnel
21745,normal
21746,guess_passwd
21747,warezmaster
21748,processtable
21749,normal
21750,neptune
21751,guess_passwd
21752,normal
21753,neptune
21754,mscan
21755,neptune
21756,normal
21757,normal
21758,neptune
21759,neptune
21760,apache2
21761,normal
21762,neptune
21763,guess_passwd
21764,neptune
21765,normal
21766,warezmaster
21767,snmpgetattack
21768,neptune
21769,warezmaster
21770,guess_passwd
21771,guess_passwd
21772,guess_passwd
21773,normal
21774,apache2
21775,normal
21776,neptune
21777,warezmaster
21778,back
21779,normal
21780,normal
21781,processtable
21782,normal
21783,processtable
21784,normal
21785,normal
21786,normal
21787,guess_passwd
21788,neptune
21789,neptune
21790,processtable
21791,guess_passwd
21792,normal
21793,warezmaster
21794,processtable
21795,normal
21796,warezmaster
21797,normal
21798,guess_passwd
21799,smurf
21800,normal
21801,normal
21802,neptune
21803,guess_passwd
21804,neptune
21805,mscan
21806,normal
21807,normal
21808,normal
21809,normal
21810,saint
21811,normal
21812,guess_passwd
21813,mscan
21814,smurf
21815,normal
21816,mscan
21817,normal
21818,apache2
21819,normal
21820,mscan
21821,normal
21822,processtable
21823,neptune
21824,normal
21825,normal
21826,apache2
21827,back
21828,neptune
21829,normal
21830,neptune
21831,normal
21832,normal
21833,normal
21834,normal
21835,normal
21836,saint
21837,normal
21838,back
21839,normal
21840,neptune
21841,portsweep
21842,warezmaster
21843,normal
21844,normal
21845,normal
21846,guess_passwd
21847,normal
21848,httptunnel
21849,neptune
21850,normal
21851,normal
21852,neptune
21853,guess_passwd
21854,snmpgetattack
21855,warezmaster
21856,normal
21857,processtable
21858,normal
21859,neptune
21860,guess_passwd
21861,normal
21862,neptune
21863,smurf
21864,normal
21865,back
21866,guess_passwd
21867,neptune
21868,normal
21869,warezmaster
21870,back
21871,normal
21872,snmpgetattack
21873,normal
21874,normal
21875,normal
21876,satan
21877,processtable
21878,normal
21879,normal
21880,guess_passwd
21881,normal
21882,normal
21883,mscan
21884,neptune
21885,neptune
21886,warezmaster
21887,normal
21888,normal
21889,guess_passwd
21890,mscan
21891,warezmaster
21892,apache2
21893,smurf
21894,normal
21895,neptune
21896,normal
21897,normal
21898,normal
21899,neptune
21900,normal
21901,saint
21902,snmpguess
21903,mscan
21904,httptunnel
21905,normal
21906,normal
21907,normal
21908,normal
21909,neptune
21910,satan
21911,normal
21912,neptune
21913,normal
21914,guess_passwd
21915,normal
21916,neptune
21917,smurf
21918,neptune
21919,warezmaster
21920,normal
21921,mailbomb
21922,neptune
21923,normal
21924,guess_passwd
21925,saint
21926,guess_passwd
21927,normal
21928,normal
21929,warezmaster
21930,warezmaster
21931,normal
21932,normal
21933,neptune
21934,httptunnel
21935,ps
21936,neptune
21937,saint
21938,warezmaster
21939,normal
21940,guess_passwd
21941,pod
21942,mscan
21943,normal
21944,normal
21945,neptune
21946,normal
21947,normal
21948,guess_passwd
21949,smurf
21950,neptune
21951,saint
21952,httptunnel
21953,normal
21954,neptune
21955,saint
21956,neptune
21957,smurf
21958,satan
21959,normal
21960,normal
21961,normal
21962,normal
